id,text,score,score2
4401,"Censorship, or the ability to control what is seen or heard, is a term that is taken very differently from one person to the next. Music, if it is found offensive or inappropriate, can be consored or even banned from listening. Some magazines that are found at grocery stores, libraries, and sometimes even airports, have @ORGANIZATION1 covers on the front to visually censor the front page of the magazine. Movies are given ratings based on their level of explicit material, and when shown on basic cable, they sometimes can have either silenced words, or more appropriate words brought in to fit the dialougue in the movie. Books, although very rarely, have been banned from libraries and censored from the entire world. Some books have been previously censored, but became uncensored and brought back to libraries. In my opinion, censorship should not be based on a single person's view of the material, but rather on the viewpoint of the public. Growing up, my parents would watch carefully about what shows I watched, what music I listened to, or the types of magazines that i looked at.     When I was growing up, I loved to watch professional wrestling. I loved to watch big scary guys as tall as seven feet hitting each other with steel chairs, crashing each other into tables, or throwing each other off of twenty-foot steel cages. My brother and I used to have a favorite wrestler that we would for every week, @PERSON1 @CAPS1 could freighten any other wrestler who stood in his way. My brother and I loved to watch @PERSON1 @CAPS1 compete every week for a chance at a world chamionship belt. As time passed, professional wrestling began to welcome in beautiful women into their business. These women would come out onto the ring with tight, shiny, lingerie on as they became eye-candy for the men who watched professional wrestling. One day, I'm watching two girls fighting in a match when my mom walks in. She takes one look at the half-naked girls fighting each other and turns off the @CAPS3 and declares that professional wrestling is too adult for me. Even though I was twelve at the time, I didn't want to get in an argument with my mom about how much I should be allowed to see. Censorship can be based on the ideas and viewpoints of the parents and guardians.     I was in grade school when I fell in love with the show, '@CAPS4 @CAPS5 @CAPS6.' @CAPS7 is a show about four boys who go on unintentional adventures to save their @CAPS4 @CAPS5. These four boys, who are all around eleven years old, use curse words that some adults would be afraid to use in every day life. Their behavior is very controversial and the show itself has been forced to ban a few of their episodes for safety reasons. One problem with @CAPS7 show was that my dad loved @CAPS7 show as well, and tried to get my mom to like the show. When my mom saw the show, she immediately banned me from watching it because of its explicit content. Now that I am older, I am able to make my own decisions about what I watch, but as a kid, my parents decided what was appropriate for me.     I grew up listening to several different types of music. My brother listened to rap, alternative, and even songs that were in musicals because he was in show choir. My dad introduced me to classic rock, and my mom loved soft rock. Although I didn't necessarily like the music that my mom liked, I learned to love my dad's music and my brother's music. I loved to listen to music from artists like @ORGANIZATION4, @ORGANIZATION1, @LOCATION1, @ORGANIZATION3, @CAPS8, @CAPS9, and so on. My musical tastes branched out into a variety of different genres. One day, I'm walking in the hallway when I hear some music coming from the living room. I go to see what is playing because it sounds unfamiliar. My dad and my brother told me to go into another room and not listen to the music. The song was by a band named @ORGANIZATION2. Even though it might seem unfair, censorship, given by the parents and guardians, is very necessary.     Although some people might find a certain piece of material offensive, it doesn't mean that the entire world should be banned from the material itself. If that person wants to keep away from the material and keep their kids from seeing or listening to that material, they are able to do that. Censorship, given by the parents or guardians, is the best way to view censorship. Nothing should be banned from a library, music store, or any other place that sells these materials. Censorship is important, but the entire banning of a certain piece of material is unjust.",5,5
3069,"If you walk into a store and see a book you dont like or a magazine you could care less for, should you be able to get rid of it? My answer to that is no you should not. You do not own the libraries books and you do not have any say on what is displayed in any store. You are the viewers and buyers to these suppliers and if you dont like it dont buy it or look.     When I was in the eighth grade I went to @LOCATION2 for a church missions trip. There was alot of cool things there that I saw. This was one of the most popular places in the @LOCATION1. When we wouldn't be working or serving others we would walk around and do some shopping. There is alot of people in this city and it was packed all the time. Now with that being said there was alot of different stores and there are some in my opinion at the time that i thought were very inappropiate for my age level. My whole group walked into a store where we just really didnt belong and we all had no clue this was the kind of store this was. Our actions simply invovled nodding our heads good bye at the cashier and walking out continuing our day of shopping. We did not remove any books, pictures, or even magazines in that store. Reason being is that, that was their store and we had no right to remove anything. After we left there other people walked in that store and liked what they saw if we would have removed those items they wouldnt of got to see what they liked. That would be like someone removing something from a store I like meaning i'd never get to see it and I wouldn't want that.     If you walk in to a store and see something you do not like you shouldn't be able to try and get rid of that object. Whether you want your kids seeing it or not you just cant do it. You take your own risk walking into a store and seeing what they have in store for you.You are there to browse around or buy a few things if you would like too. Every store should have their own certain things and what you find offensive other people might like. That goes for the opposite too what other people find offensive you might like. It is all a big chain with many loops.      So say you do take that piece of material off that shelf or off the display. Now that material is gone all because of you thought it was offensive. Say another person walks in the ame store and takes something off the shelve that they thought was offensive. Now there is two things gone from the shelve, but you actually liked what they took off the shelve and your upset that they took that off. This will cause alot of conflict and big situations in the future if this was allowed. One person likes it one person doesnt. If you dont like what you see in a store then you shouldn't walk in or you should simply ignore the stuff that is offensive to you.     These are some of my opinions about this catagory. I believe you shouldn't be able to take stuff off shelves and terminate other stores products. Always be aware of what your getting your self into and know the outcome of the decisions you make. This could cause alot of lossed jobs and many conflicts between shoppers and viewers like you. I hope you take this into consideration and understand my reasonings for what I have said",4,3
4332,"The library is a public place. Everyone is allowed acces to the library. It supplies everyday people with information that they are seeking to learn about. There are so many different forms of information and entertainment offered inside libraries. Books, music, movies, etc, they all can be found there. Since they all can be found, censorship in libraries should not be allowed.     Genres were created for a reason. Certain items have different forms to them. There are many forms of music. Classical, rock, and blues are some examples. Since music is categorized in such a way, there should  be no need for them not to be on the shelves at a library. If a certain type of music or book is known to be offensive, then that certain genre can be avoided. There is no need to even visit a section of the library if one knows that he or she finds it offensive.     In the @CAPS1 the @CAPS2 people are given many rights that are often taken for granted. The freedom of speech is one. It is a privilege that if taken away would tear @CAPS3 a part. The freedom to say what you please also includes singing. Certain music that is on the shelves at a library does have the right to be there. Just because a certain group of individuals finds the type of music offensive, does not mean everyone also thinks that way. For this reason any genre of music can sit on the shelves at a library.     Another freedom given to the @CAPS2 people is the freedom of press. Anything put onto paper is legal. Criticizing the government or fantasising about school, it is all legal. Books can be offensive to many people. They can persuade one in ways that is unbelievable. Like music, books have many categories. Whatever is put inside those books is allowed to be there no matter what.     Movies are located at libraries as well. They are categorized just as much as books and music. The term ' @CAPS5 judge a book by it's cover' is true sometimes. This can also be used with movies. The title of a moive or book will tell what it is about. Certain movies that are not meant to be seen by children are rated @CAPS6 or @NUM1. These ratings help censor things to a certain extent. It is not illegal for a library to have a rated @CAPS6 movie. It is illegal however to check one out to a child of a young age.     Censorship should not be allowed in libraries. All types of genres of all types of entertainment can be found in libraries. From books to videogames there are ratings and generes. If someone is offended by these types of entertainment they should not visit that section of the library. It is not illegal to have certain types of music, books, movies, etc inside a library. As long as no laws are being broken, there should be no problem.",4,4
3321,"Censorship, thats a word that causes alot of arguements in today's society. People have extremely different views on censorship throughout the world. In some countries dictators do @CAPS4 allow their citizens to have internet access watch the news or in some more extreme cases @CAPS4 even watch television at all. The majority of the time they do this because they do @CAPS4 want the citiznes of their country to know what is happening around the world. This sets up a 'fish bowl' environment meaning that people from other countries see all of the issues in that country but the people actually in the country have no idea whats going on around them.     Although we don't always see censorship in that extreme of a sense it is still plays a large part in today's society. Everything from music on the radio to military files are censored. Think about it, how often can you listen to a song on the radio that all of the original words are still intact? Arguements over censorships have gone back and forth for years without really making much prgress at all. Each side of the arguement whether its for or against censorship is almost entirely opinionative. No one can say for sure that censorship is completely needed or @CAPS4. It's just to hard to determine who's opinion is really, more convincing.     In my opinion I dont think anything should be consored, if the writer of a @CAPS1 show throws in a vulger word most likely it's for the effect that it has on people to show emotion. The samething goes for songs, when an artist writes the lyrics to a song they are trying to convey a message and they use certain words that get their point across more effectively or more dramatically. Parents argue that their children are seeing to much violence on @CAPS1 and are causing behavior problems along with other things, and that shows need to be more suiting for children. There is an alternative to censoring all of these things, rather than 'ruining' everyone's fun just dont let your kids watch that show.      In the @LOCATION1 today we have something called freedom, we exercise this right everyday with what we wear, and what we say. I think that we should take that freedom and apply it to censorship. Instead of complaining about violence in movies and sex on @CAPS1 you can make a decision simply to @CAPS4 watch that kind of show. Everyone has the option to say NO; if you dont want to hear or see something simply choose something else to watch, or even just do someting entirely different. You DO @CAPS4 have to do anything that you don't want to do. It's is an easy solution, all you have to do is exercise a right that you have had since the day you were born an just say no, I dont want to do that. It's very simple and could potentially stop all debates on whether or @CAPS4 things need to be consored.",4,4
4556,"I do not think libraries should have to censor the kinds of books, magazines, etc..., because people should have the right to read anything that want.      People do not necessairly like reading some things, but if it is important that they research something, or read a book for school then they need to have the resources availablet to them. Take the book, @CAPS1 in the @CAPS2, for example. In that book it describes kidnapping, and the rape of young girls. Certain classes would require you to read this book, even though noone would really want to read about that.      Some people have different tastes in movies. Personally, I prefer horror movies (but not gory) because they get me thinking about whats going to happen next. Some people like the really graphic and gory movies, and maybe if the libraries started taking movies like this off the shelf, it would be harder for those people to find them.              Certain people would find some things more offensive than other people. Who can say where it should stop? Movies that make fun or talk about religion would be offensive to the people in that religion, but people from other religions would be un-effected by it. Just imagine watching @CAPS3 and seeing someone talk about everything you believe in and joking around about it. It would really offend people, while othre people couldn't care less.      Basically, I think we have the right to read or watch whatever makes us happy, and if there is something out there that you do not want to see, you just have to ignore it and leave it alone. It should not be ruined for other people who would like to see it",4,4
3768,"In this persuation essay it will talk about the content of should we or shouldn't we remove all offensive books, music, movies, magazines of the shelf. In this essay everyone will agree with the content or be in the opposing side of the aurgument. In this essay it isn't the exception that this essay will disagree with some of the viewing audience; however, there are situations in which the audience can go with both sides.      To begin with, in the matter of the case should we or should we not remove offensive books,music, magazines, or movies from the library. I don't believe that all content should be remove for all to see. In some cases there are the exception, but in banding all material doesn't seem logic. In my point of view the removal of materials seems a little extreme; however putting the content in a higher shelf seems more pratical instead of removal all for good. Yes, it might be offensive but in this time period offensive movies, books, magazines, books, and so on are look as more comedial and not taken serious. For example, a really offensive show called '@CAPS1 @CAPS2' is a really offensive and people just see it as entertaining. This show can be offensive to everyone, but yet we still see it. In this show there is warning label stating only be seen to children @NUM1 and older. Parents are advice and to be acknowledge what their kids are seeing. It's not the creator of the content to be banned, yet it is the job as a parent to be mindful in what their kids are reading, watching, looking, or listening not them. In which case there there isn't away to be right in this subject. However the creators of the conent see it as a way to vent over their lifes, experiences, and what opticals they had to faceor just to make people laugh. They see it as a safe way to espress themselves. It might be offensive to you, but for some people that's there life. You might not like it or it @MONTH1 seem harsh for you, but that's real life.      Secondly there are always something that @MONTH1 offend you, but it doesn't seem logical to banned it. An example might be religion. A religion a person might be it might offend you. It doesn't mean if the religion offensive that it will get banned or be remove for everyone. Your religion @MONTH1 offend someone, but they deal with it and embrace the differnces. If your friends has a different religion it doesn't mean you will never talk to them ever again.      Thirdly, you might express yourself and there are going to be people out there that won't agree with you. You might create a book, a song, or a movie that will offend someone in a way. For example, the @CAPS3 series is offensive to some guys and girls. A disagrrement between two girls fighting over which charater is better for @CAPS4. There are always an opposing side. A @CAPS2 might be tried of hearing about @CAPS5 all of time and might find offensive when a girl @MONTH1 compare him to @CAPS6 or @PERSON1. Saying why can't boys be like them, but even then they don't remove @CAPS3 all together. For you it might seem the greatest movie ever, or the most terrible movie in the universe.      Fourthly, another example is a @CAPS8 show called, '@CAPS9 @CAPS10 @CAPS11 @CAPS12' (queen of the south) where a women that had nothing to begin with, yet ended up being the most wanted in some countries. Some people @MONTH1 seem that it might be cool to be just like her. It doesn't seem that people will go uot there and do what she does cause in the television show shows all of the consequences there are if you do what she did. This show is an example of what could happen if you become exactly like her. Some offensive material @MONTH1 teach a lesson and can pervent a person to do something that they @MONTH1 later regreat.     In conclusion, everything in our life offends us in some way. It doesn't matter what it is we deal with it and our life goes on. There is no way to see this, but one thing you enjoy maybe be offensive to others. It wouldn't seem fair to take something you enjoy just because it offended one person. So I belive that the libaries censorship isn't at risk. In my opinion everyone has the freedom to choose what they want to read, watch, or even listen to. And also have the choice to stop reading it, watching it, or listening to it",4,4
4170,"Today's books in are libraries are sometimes offensive. Yes, I know they are about thing that happen in history. Other books are not, some more than others. They are about killing, shooting, doing drugs,ect.      First, I don't want my children growing up thinking @CAPS2 okay to steal, do drugs, or anything of that sort. I'v seen books that have no meaning at all that should be in are libraries. The kids might think they are good books to read, I think other wise. Books that fourth graders read that have bad words in them.     Secondly, @CAPS1 are fun to read, i know they are. You have to look at it this way im of age to read those kind of books but, letting little kids read those books is not okay with me or other people. If it where up to me i would take some of the really bad books, music, movies, and magazines out. @CAPS2 not up to me, it takes more than one person to do that. It would'n be fair if it was all up to me because the person next to me might not think the way  i am.     Next, @CAPS2 okay to take a movie and watch it or even ask for some music to lesson to. As long as @CAPS2 okay to watch or lesson to. Im just saying what i think would be right. Not everone think's the same. People @CAPS3 @CAPS1 kids watch, and lesson to all kinds of music and movies. As long as @CAPS2 okay with the perant it should be okay.       Lastly, @CAPS3 kids be kids. Have them grow up the way they want to grow up. Yes, that might sound dumb to the next person but it sounds okay with me. At the end of the day you still get to teach them not to lesson or do that kind of stuff in the books.",3,2
3908,"'@CAPS1 - @CAPS2 or No?'     Katherine Paterson's quote about offensive books is completely true, and I @PERCENT1 agree with her. She's saying that if everyone had the right to remove a book they found offensive off of every shelf, there would be no more books for people in the world. There are most likely books that one person could find offensive, but others do not. What would the world have left if almost all books are taken off the shelf? I do not think that offensive materials such as books should be removed from shelves because not everybody could find them offensive and could be depriving people of their favorite subjects, I've had my own experience with a supposedly offensive book, and because there would not be books left in the world.     There are books about every single subject in the world. Some are about subjects we love and could read about for days. Others are about subjects that we hate or that just plain bore us. Though whatever the subject is, whether it be about the media, science fiction, romance, or anything else, there are different people in the world who love reading about different subjects. If a person had the right to remove a certain type of book from libraries and stores, say a romance book, because she found it offensive in some way and it was taken off the shelves, then a person who loved reading that book would be deprived from it because one person found it offensive. Just because on person finds a book offensive, doesn't mean everyone else in the world would too.      I've had my own experience with a supposedly offensive book. In my @CAPS3 class, we were assigned to read 'The @CAPS4 in the @CAPS5'. As we were reading the book I honestly thought it was a very interesting story. Though later with some research I found out that the book was banned in alot of schools all over the @LOCATION1. Teachers from those schools reported that there were some very subjective words and events in the book. I do agree that there was some bad language, but I don't think that's a reason to ban the book from schools. It's an awesome story that won a couple awards, and my class also enjoyed it. My experience with this proved another point that certain books should not be banned.     Just as @PERSON1 stated, if every person was given a right to ban certain books from libraries, there wouldn't be books left in the world for people to read. There are millions of people in the world. If every single person was able to ban one book in the @LOCATION1, what would we have left? There would probably be nothing left. If every book was gone from the @LOCATION1, what would kids in school be able to read? Kids would start reading at a slower rate, causing grades to drop. One little law change in @CAPS1 could cause great negative changes in the future.     There's always going to be people in the world who find certain books offensive. That's never going to change, but people also have the freedom and choice to stay away from the book they abhor. Unless you're a student in school, you don't have to read or look at a book you find offensive, and you can also try to keep your kids from reading whatever it is because if you want one book banned off of shelves, your depriving other people of books. So I say every library stays the way they are now, and keep every book they have for all kids and adults.",5,4
4058,"To who it @MONTH1 concern:     @CAPS1 you take away books because someone might find them offensive? Do you believe racism is a part of liturature? Libraries are considering removing books, music, movies, magazines, etc. from their inventory for censorship. They believe individuals might take offense to certain types of beliefs from the different variety of entertainment that they have in their library. These types of entertainment should not be aloud to be removed from public or private libraries.     In many libraries, their inventory is being stripped for censorship. This means that books, magazines, movies and music is being removed because some individuals might find it offensive. Individuals might disagree with certain beliefs concerning their lifestyle and what they believe.      Liturature can be described as art that an individual portrays it as in his/her own way. It has been in the world since man first learned to write to present day. This means it has been there wars, politics, art and slavery. All of these are a part of liturature, so liturature is history in it's own way.     Some say offensive material should be taken out of libraries. they might think that it should be removed from everywhere. It should not. It is a part of history. @CAPS1 you take away an era of history just because you find it offensive? I know I wouldn't. It tells us what was happening at that certain time. It tells us what was happening in that part of the world. It tells us what the opinions were of people at that time. Many people believe racism is wrong, but we shouldn't believe that no one thought it was right. Many people thought is was right. They might believe white skin is superior over dark skin, but we should respect their beliefs in return that they respect our's.     Liturature is important to society and how it works. Without it, we wouldnt be where we were today. Liturature should stay in the shelves of libraries where they belong. Personal opinions are a part of books, and we should respect that. @CAPS1 you want to be know for destroying an important part of history",4,4
3224,"Why is censorship important in libraries? Why should we care if there is censorship at all? I am here to tell you today my views and opinions on cenership at the library.     When you walk into a library I assume you would expect a public area where you can read books and check them out, but what happends when you browse through these books and you find something offensive? How do you act, and what should you do? In my opinion censorship is alright but only used when needed. Censorship protects childeren and young adults from viewing things that are adult eyes only such as horror books, offensive music, and in most cases pornography. Censorship in the library is an important role because anyone can go into a library and pick up any book, but when you have and adults only section for books, movies, music etc. it stops alot of people to having to worry about there kids seeing bad things. For instance, if tweleve year old @PERSON1 goes into a library and finds a video game with large amounts of violence in it he can check it out and play the game without his parents knowledge of the incident. With censorship we eliminate such problems.     Now like I stated before censorship is ok when needed, because censorship can get carried away as well. In reality, its the parents fault of why there kids do things also like letting there kids listen to music with heavy swearing or full access to a personal computer. Things like that are creating problems for parents as well as people around them. When I say censorship is ok when needed I mean people censor important information on the account of a event that has happend in the past. Another example, if your in ninth grade and you enter a library for a @CAPS1 @CAPS2 @CAPS3 movie but its to graphic the student is stranded for a source and must gain access to a computer.     Now that you have my opinions and beleifs you can get a better understanding of what I mean. Censorship is a good thing but it can also be a bad one as well. I think that if censorship is controlled correctly it can become a powerful tool in any library, school, and even home. Censorship is at times out of control but maintained we can use it for many things and have a great community as well as country.     In essence, Censorship is ok to and extent and you should beleive this as well just because if you think long enough you too can see what I see.",3,3
4406,"Often we go to the library searching for a good book or magazine to read without actually knowing what books are available. In order to find a book that interests you, you have to explore by picking up the book and looking at the cover and reading its background. Sometimes we come across a book or magazine that is innapropriete for children, and wonder why that book is still on the shelf for anyone to pick up. I believe materials that are offensive to some people should be permitted from the public library.     To begin, the books selected to advertise on the shelves of a library are not restricted for a certain age level. Libraries are broken up into different sections on where to find a genre, but a young child @MONTH1 not be aware. I believe they're certain materials found in a library that should not be put out for the public. Perhaps you have a five year old child pick up a book about sex and drugs, this could lead the child to learn things they shouldn't know until they are older.      To continue, offensive books should not be put into libraries because they give that library a bad reputation. If someone were to come from out of town and the first thing they seen on the shelves of a library was a book with a naked body or drugs, they would immediately be taken back. Offensive types of books can include books you wouldn't want a first grader to see and also books about racial or religion. Certain people would take offense to a book that was against what they believed in. This could result in a huge confrontation.      Lastly, offensive books can include books about someone's opinion on a certain topic. If someone against the writer's opinion started to read the book, they would automatically be offended by what the writer was saying. There is never an agreement when two people have a different look on something.      To conclude, although some books are offensive to some people and not to others, we have to be aware of what @MONTH1 cause problems to certain people. I believe any book open about opinion, and books that would be 'x-rated' should not be kept in a public library. We could easily solve this problem by making a seperate place to hold these books so people will not take offense to it.",4,4
2987,"All authors write for a purpose, whether it be to teach, entertain, or persuade an audience.  No author writes something and says, 'I hope no one picks this off of the shelf!' So, if every author wants to express something through their writing, then why should we not let them be heard. We all have the freedom of speech, right? So, why not the freedom of writing? Libraries should not remove a book, music, movie, or magazine from the shelf just because they found it offensive.     Everyone will read a book that they don't like, its natural, but that doesn't mean that no one will like it. Authors write for an audience, but maybe you are not in that audience; so, it doesn't appeal to you and might even seem offensive. Not everyone believes in the same ideas. You could think about an issue one way and your neighbor think about it a totally different way. Like for instance, you're reading a book about a young girl that is going through many problems in her life. She has gotten into some really horrible situations. Some of these situations you read about are so awful that you wouldn't want anyone else to read it. But, did you ever think that maybe there's another girl that is or has gone through some of these same situations. Maybe this girl comes to a library and finds this book; suddenly she finds guidence in it. She finds something she can depend on in her life that she's never had before. She feels like she has a friend in this book that can handle the situations with her. So, would you really want to take that book off of the shelf and not let that girl ever find her guidence?      Situations happen like this all of the time. People find something special in what they read that other people might not find. When a librarian takes a book off of that shelf, an opportunity is forever gone. No one will ever be able to learn of what was to become of that writing and of those ideas. We all have a right to learn, to explore new ideas, and to expand our minds. No one should have the right to take that away",4,4
3786,"'Book or no Book?' Certain studies have shown that there are many people in this world that have many diffrent intrest. Wheather that be cars, boats, toys, or animals it shouldn't matter what the intrest is. I firmly beleive that a library should have books over tons of things. Just because one person might not agree with it doesn't mean that another should not be able to read or possible learn about it.      This is a on going debate nation wide and there is going to have to be a decision made fast!! There are to many people making enimies all over the world. I was asked to submit my opinion and i beleive that they should be allowed to check out any book that they want too. If the opposite person does not agree with the fact that those books are being checked outh then they don't have to watch it.      There are multiple solutions to the problem. The librarys could have diffrent sections for diffrent types of books or such as sorting them by class or hobbies. There could also be age limits so that kids don't get ahold of anyting that they shouldn't be watching or reading.That way the other people would never even have to see the books that he or she does not agree with.      Well i cant wait to see how the results turn out!! I also hope they people make the right vote. Im not saying that my vote is the only way, its just my opinion. Either way there will be angry people and people that will be bursting with joy. So @CAPS1 @CAPS2 and @CAPS3 for letting me voice my opinion!",4,3
3985,"Dear Newspaper staff, @CAPS1 @CAPS2 is @PERSON1 I @CAPS3 to @CAPS4 @CAPS5 @CAPS6 I am in the @NUM1 grade. The reson for this letter is that I belive that certain material, such as books, music, movies, magazines, etc. Should be removed from the shelves if they are offensive. The reson why I think it should be done because kids know days minds be every where from pron to games to bad music etc.            In @CAPS7 books, magazines, movies, have things in it that shouldnt be in there. When kids get a hole of it they act like they anit never seen nothing like it. When they get on the computer they get on web sites that they know they are not suppossed to be on. If we didnt have these things we wouldnt have to worry about the loud music, the virus on the computer and the books being riped up. But know a days there are so much stuff people can do to get all of things.           If someone just removed all the things that are found offensive from the shelves. That would be so wonderful for everyone. If they leave all the materials out there its going to be more and more problmes. When they just take it off everything will be in grate shape",3,3
4259,"There are certain books , games , and music that you and I know that shouldn't be in the library or stores on the shelfs . One word that we should study , children . Children  are the future , everything that happens in the future will be because of them . Now , with that done and said ; I would like to explain , and point out why we as people of @ORGANIZATION1 should overcome together and take books , music , movies off the shelfs . Drugs , crime , violance, movies , and etc .  Rappers most of the time rap about female ,killing people , and etc. Its doesn't mean that they do it , but it reflects on majority of our children . Music is heard everyday @NUM1 hours throughout televison , radio , and i pods . Its take it to even an  different level with to male gender . Calling female out of there name treating them how they were tought through music.     If they not listening to it , they  for sure watching it .Alot of the  problems come from letting children watching the wrong rating movies . Rated @CAPS1 is want they our now letting children watch ,and buy . So now its giving then a greater chance of failling life . So now we at two stikes with this stuff that we allowing our children to pick up off a shelf .   #@NUM2 thing we let them pick up and grab  is video games . @PERCENT1 of our children play video games . While the same time as we cant stop them making them , I strongly belive we can prevent from letting children buy them at the age level .Most of the games based on sex , drugs , violances , and languages. At this point children our taking it very  serious , and strongly believing they can do the same . Which leading to death or jail . Drug use , school dropouts , and crime rates our highly because of these same video games children our getting off the shelf. Strongly influncing  them to  grown up fast , skip over the childhood life . So why can't we do it ? I don't understand why we can't do it , when we have the power to . It will help us out so much for everybody future . Crime rate will go down , test scores will aprove , and our future will be brighter . For our sake , and our children .",3,3
3220,"'All of us can think of a book that we hope none of our chilren or any other children have taken off the shelf. But if I have the right to remove that book from the shelf--that work I abhor--then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf.'( Paterson) Katherine Paterson believes that if she can take a book off the shelf that she doesn't like anyone can. That should be the right way, but I don't agree. I don't think people should be able to take a book off the shelf just because they find it offensive. They don't have to take the book.     I don't believe there should be censorship in libraries. If people find a book offensive they don't have to look at it or check it out. Other people might enjoy that book. Likeing a book is an opinion. For exmaple, if someone doesn't like your outfit you're probably not going to go and burn it or throw it away  because that is just that one persons opinion. That is how it goes with movies, books, music, and magazines. Everyone likes something different so their should be different books.      When you don't like a book I beleive the only time it would be right for you to take that book off the shelf would be if it was in your house. Then you can take that book off the shelf and throw it away or whatever you want to do with that book. If you had the whole town vote to get rid of a book and ninety-five percent voted to get rid of that book then I think it would be okay. You can't just think about yourself when it comes to public things, you need to think about the whole community.     I read an article about banning '@PERSON2' from schools, I didn't think that would be a good idea. '@PERSON2' was one of the top picked books by high school students. If parents didn't like their kids reading it they should have just told them not to read it. I don't think it's right for parents to just go in the school and say they didn't like that book and take it off the shelf. I t's not fair to other readers who enjoy reading '@PERSON2 @PERSON2'.     Choosing what book to read is your opinion so you don't have to read a book you dislike. People like all different books so it's not fair for them to not able to read the book they like just because other people don't like the book. What If someone didn't like a book that you loved? Would they just be able to take it off the shelf",3,4
4683,"Public libraries should be able to keep all sorts of content for all sorts of people.     I feel very strongly about my statement, because everyone in this world is different. Many people have different interests, religons, and customs. If we took out certain books, and music from the library, it would defeat the purpose of calling it the public library. But if we had different sections of books, music, etc., people would be able to find what they want/need more easily, and no one would have to worry about getting offended.      It would not be fair to anyone in this world if we took out certain books and materials because one person had got offended.",2,2
4718,"If I found a book that I thought was innapropiate for others to read, I would ask the librarian to check into to see what she thinks about the book(s). If she believed they were offensive, then she could remove the book(s) without any questions being asked. If she was in the middle on a book and didn't know whether she should remove, she could take a vote or tally on that book and then go from there to see if it did needed removed. The only way I would find a book to be offensive is if it had pictures that were not appropiate for people to look at and it also depends on how old you are. Another offensive object would be too many words that involved foul language and or racism.      If i found a movie that was offensive, I would just ask that it would be moved to a place that only mature adults should watch or some teenagers. My opinion can't remove an object from its place unless there were multiple complaints about the book or movie and ect. Some movies and books should be removed from shelves because younger kids get a hold of these movies ans watch them and then go out into the real world and do these bad actions that was on the film. For example, if the movie/book was about drugs, then some kids would think it was alright for them to do because they  saw it on tv. Some kids even get killed because they go out and try these dumb ideas they got from the book and or movie. But the parents also play a role by letting their kid watch these, I think if they would watch what their children do, then some of this won't happen.      Music is another big thing that is becoming more and more out of control with offensive subjects. There is more foul language in music as it progresses. @NUM1 years ago, it wasn't that bad, but it's getting worse. I think some music should be banned because of the violence and sexual content it describes on the music. Some of the music I listen to, I just want to run it over with my vehicle because the whole song was about drugs, sexual content and or violence. I don't even know why an artist would want to write a song about bad content because they know younger people will hear it. I think offensive music has an effect on the violence that actually occurs in today's society because there might be some racism. I'm not trying to blame the artists or say it their fault, but I think they should think twice about their songs before they release it so everyone can listen to it.     Everyone is entitled to their own opinion, but some things should not be on the shelves for our kids and children to listen to and or watch. I think there will be something done, but it will take time",4,3
4513,"In our great country we have many freedoms, one of these is the freedom to read, hear, and see what we want. We all have different views that go with this freedom such as what we watch on televison, what we read in our spare time, and what music we like to listen to. However, if we had the right to remove things we do not like we will ruin the enjoyment for others. This would eventually remove our freedom. Many authors, musicians, and directors have stated that this freedom is important for having an enjoyable and creative life.     We as individuals have different views on many things. Luckily our freedoms allow us to have these views without intefering with the views or ideas of others. If we removed the books, movies, magazines, etc., there would not be anything for anyone. Our libraries would be emptied, the classrooms would not have books, and the stores would not have anything. We should not have the right to remove what we think is innapropriate or does not follow our values or interests.     Even though the right of removing things sounds like a good idea, we should consider the thoughts and ideas of others. Consider a public library, it has books for children, teens and adults with individual preferences, and a school library with books for children and teens with their own preferences on what they like to read. If we allow this right then these libraries which allow individuality would not be able to exist. People would be unable to live up to their freedoms of individualty. Everyone should be allowed to be themselves.     Imagine what it would be like if we expanded this right to the foods that we buy. We all have different tastes of food that appal and satisfy us. The foods that we choose are a lot like the books we read, there are kinds we favor and others that we would just try to avoid. No one would have any food to eat at a restaurant, at school, or any where else not even at home. It would turn out to be a disaster.     We should not have this right because it would not be fair to any one. Our views @MONTH1 be different but we have similar needs. The freedom we have is a freedom of choice. If we do not find a certain book, movie, or magazine to be appropriate we should choose to allow others to have the chance to pick it up and see if it fits their values and interests. Other people will  allow this chance too. After all, aren't individuality and choice what made the freedoms we have @DATE1",4,4
