id,text,score,score2,native_speaker
1260,"Dear local newspaper, @CAPS1 name is @CAPS2 @CAPS3 @CAPS4 in the @NUM1 grade in @CAPS5 @CAPS6 In @LOCATION1. I'm writing to you because I heard that more and more people use computer, but not everyone agrees that this benefits society. In @CAPS1 opinion I think it benfit society. If you keep reading I will fell why it benif society. @CAPS1 first reason that computer have a positive effect on people. For example, when I see @CAPS1 older brother go on the computer he look much smarter on it. That @NUM2 out of @NUM3 member of @CAPS1 family learn thing from the computer. @CAPS1 second reason that it teach hand eye coordination. For example, when I play games in the computer @CAPS1 hand are the ones doing every thing for me. (@PERSON1 example is that we I wacth the game @CAPS1 hand are roating) @CAPS7 @NUM4 of @NUM3 of human play games in the computer and let their hand do everything. @CAPS1 third reason that it give people the ability to learn. For example, when I was using the computer use too teach so much that I'm go on most of the time. @NUM6 of @NUM3 student study in computers and they learn about thing that they never knew. Also they have the ability learn more on the computer. Some one might say people are spending too much time on their computer. However, I said that computer help people learn about thing that happen in the word. For example, they could larn about the war that going on and how people are risking their life for this cause. In conclusion, In @CAPS1 opinion it benefit society. Computer have a positive effet, I theach hand eye, and it give people the ability to learn. I think you should put all you support in the problem.",4,4,0
1055,"To whom it @MONTH1 concern, To many people it is so much fun but then they become so obsessed that they can lose so much that they loved. My stand is that computers hurt peoples. Money, weight and sleep. My opinion is my opinion but I will stand strong with what I have. My father is favorite is the financial deal. With five kids and one laptop who would want to be happy. With people sitting and staring at a computer game all day the bills just keep billing up until you lose everything, such as your house, family, money, ect. But who cares about them when you are obsessed with your computer. My favorite is the overweight problem. Yeah I agree it is nice to sit in a soft cushy chair with your computer and bowls of chips and boxes of pizza but sooner or later all that fatty food will catch up to you when you least expect it but will you get up and take a jog, run on a treadmill or go for a @NUM1 walk. Probably not will that computer game running. That wright will keep coming until you can't even move. Sitting at a @NUM2 will really have your eyes, brain, muscles and other important bodyparts due to lack of sleep and want for it. I can relate this to my brother with his dis. The be gets home, boom he is on it until maybe @NUM3 or @NUM4 o'clock in the @TIME1. Eventually he is going to get sick and I'm not to blame for it. When you sit at a computer than eventually you are going to make yourself sick and in some cases die if you were up that late. Now as a common teen to love to go on the computer but one thing I do not do is sit and watch movies or play games every hour of every day. I get outside and run so that I will not fall victim to weight. Financial, and body problems, like @MONTH1 people do. So don't waste your life on a game or chat room get out there and do something like sports or just get some fresh air.",4,4,0
309,"Dear @CAPS1 @CAPS2, @CAPS3 @CAPS4 all the talk about computers these days I would have to agree with the people who think its taking up alot more of our time. I hardly ever see people playing outside anymore because apparently computers are far more entertaining then being with your friends and family. Why do you think the obesity is so high these days? Well theres one of the reasons and I @CAPS5 when my parents were kids that they had no computers and they went outside to enjoy nature. Computers have there ups and downs but I do not think they benifit out society, first reason being, computers are taking away time to be with our friends and family. I rember when facebook and @CAPS6 werent created those were the days when people actually did fun things with there friends and family. there was a recent study that snowed since @DATE1 to @PERCENT1 of all americans use computers more than @NUM1 @CAPS2 a day for all sorts of diffrent reasons. I think mainiy computers were invented to make reason easier but now adays all we use them for is social networking. My second biggest point as to why computers do not benifit our is because over the past @NUM2 years the obesity rate has gone up by @PERCENT3 and due to what cause? eating un healthy food and sitting in front of your computers all day not exersiing. I am almost @PERCENT2 sure that if people stoped using computers that our world would be a healthier place. dont you feel bad for those people who are stuck being ovwrsized for there whole life because of these habits? I @CAPS5 most people would feel bad. My last reason is that we have this ahmazing planet that no one seems to enjoy anymore becaus they use up all there time on computers if only people got out every once and a while they would relize they have been wasting where time. there been a recent study that says @PERCENT4 of people are inside doing nothing all day! thats more than half!! I hope this will change somtim soon because computers hace only created a nusence to people and now it seems like no one has any type of a life.. computers hace spread to all sorts ofs societys but please let it not take over this friendly town of @CAPS1.",4,5,0
822,I think that you can never spend enuf time on the computer it feel there is no bad effet computors can have on you they only improve your life is why. For one thing if you need to find out a important fact date or time. You can just look it up on the computor. The internt is a never ending sorce of knolage and you can learn just about any thing that you need to know just by searching it on the computor.Another usefull thing the computor dose is the ability to talk to people useing eother @CAPS1-mail @CAPS2 or that rooms you can meet new people or talk to a distant friend or relitive on the computor and you can even hook up a web camera and actuly see theam as they talk to you something a phone cannot do. Also the computor is a good souce of entertainment. You can play a number of games off the internet. You can even down load consal games onto your computor. Another thing you can do is watch full episodes of @CAPS3 shows and movies like if you wer fallewing a telivison selles and you missed an episode you can just go look it up. And a favorit of mine is youtube wether you watch random videos watch famous youtube stars on post videos of your own ther is always fun to be had. And finaly all the programs on the computer ther is an endless amont of programs you can have downloaded they can be for fun such as paint and flash or they can be important like worn or knot book every program tha computer offers is usefull and fun to use and you can use most of these programs to help you in the real. Now I have mentioned some of the many thing why you can never spend enuf time on the computer shure exersise and nator can be helth but you can do only of that stuff I just mentond by takeing a nator walk so wont you agree computors improve our life more then they are unhealthy.,4,4,0
1224,"@ORGANIZATION1, @CAPS1 a world without computers. Where would we get all of our information from? Would we have to religh on television or magaziens, where information can be changed? Or how would we ever get any reports done for work or home work? I know many people who don't write neat, how will any one read it? Basically, computers effect our lives so much in a good way that it would be chaos with out them. Computers allow people to learn how to type which can improve all around skills such as hand eye coordination, they let us connect with places we are not familiar with and see family members, and they allow people to have an online education which can help with the economy. Computers effect us in a very good way and they change our every day lives, @CAPS2 children these days cannot type. A recent study done at @ORGANIZATION2 showed that @PERCENT1 of kids older than @NUM1 already know how to type on a keyboard. Computers have such a big effect on us with so many skills that people don't ignoledge enough. Because all of thoes kids know how to type, they can spell better too. I remember one time when I was in the middle of writing a report online. I got @NUM2 a word I didn't know and had always had trubble spelling it. So I took my time and typed it out one letter at a time, and it was correct! This example shows that computers can effect everyones lifes, even younger kids. The way that we get information from computers is just like the way our hands get information from our brain to move. For example, when babies learn how to walk the religh on their brains show them how it's done. This is just like how when there is a natural disaster, such as the earthquake in @LOCATION1 we religh on our computers to show us and tell us what is going on and how something like this could happen. Computers can effect us this way because there are many things we might never know about our world without them. Computers effect families everyday lives by giving them online educations. My @NUM3 year old cusin told me that she was happy her mom could go back to college from home because then they could spend time together. I know you might think that computers can make families get further apart but they actually bring them closer together. There is only one choice and that is that computers effect all of us in a good way. They can help us learn how to type, connect us with our world and bring families closer together. Without computers we wouldn't be the same as we are today.",4,5,0
1609,"Dear @CAPS1 @CAPS2, @CAPS3 the years computers have gotten faster smaller smarter, these advances have led to mankind as we know it advancing, but the effects that come with @MONTH1 be non profitable to the youth of the computer world. Some common effects computers have on people, mostly children are, preventing kids to play outside, tbe active, computers prevent people from using their immagination they also are a waste of time. Everyday a child across america will use the same old exuse, ""no mom, im not on facebook, im doing my @CAPS4 report"", while infact they haven't even started it, or they hours ago are now goofing around on line, but ask your self. ""did this happen thirty years ago? no your parents who grew up then were thrilled to an outside when thire assignments were compleated. They could not wait to get on that flaming red bike t go play ball with joey. Kids these days are becoming less active t egar to play outside f people blame obbisity on genetics while it probbly should be blamed on computers, sucking children to them. Because kids never want to leave the side of their beloved computer to go outside they are using less + less of their immagination. parents tell storys of when they would watch the one new episode of their favorite show + what whole week the kids in the neighborhood would take roles + act it out. but do you see that every day in this generation not at all. No one that or imaginn any thing new about it with friends to make it more fun they only move onto the wii five minuets later to play a smashing ballons game. Computers just up all of your time the average kid will spend up to four hours on the computer just falling around with no purpose. Wasting the time they could be improving homework or walking the dog the time is not bring donated to a good source. it is not being effective most times. they say computers are the now generation but dose that mean that the now generation must be, lazy, unimmaginitive, and not care what their time is put towards. Most people will say no we are not but you offer a nine year old to play on the computer or, oh say go outside! You would be ignorant to think they would go out to play. People want to move forward but can we not make a compromise?",4,5,0
607,"Dear newspaper, I read an article in the newspaper that said how people on their computers is a benefit and could be a bad habit. I actually think its a good idea about people being on their computers. I have a few reasons why this is a good thing. Whenever a student needs information on a certain topic, then they use the internet for help. Research is helpful because there could be a lot of sites on-line that could give you what you need. The topics typed into search engines will help find any information help to you. Whenever a teacher @MONTH1 need an assignment typed, you can type it on your computer and have it ready the next day. You can also find interesting pictures on what you're learning about. Sometimes the internet could have more information than a certain book you would look into. It would sometimes be a good idea not to search for something all night, or someones going to be mad at the electricity bill. Also, it would be good if you double check your information because it could be fake. Using the internet doesn't need to be for work only. People use computers to shop on-line, check times for movies, and talk with friends. People talking to friends on-line is good because they @MONTH1 not be able to talk however they want in school, and you @MONTH1 not get to see them on the weekends. Teens who talk on-line usually talk with their best friends. If one friend on a group of friends probablly in the same town as you, then they could talk by using their laptops they bring anywhere. Then you could probably hear about something that you (and your friends) have in common which @MONTH1 be coming somewhere that's by where you live. So being on the computer to talk with friends isn't so bad. Students who are young, usually get to learn to type. This could help them in the future if you need to type up an assignment for school, a job application, or college application. Learning to type is good because you also get to see which keys are where and wont need to look at them alot. Soon, you would be able to type a certain amount of words in a short amount of time. This @MONTH1 also be help with reading and understanding big words. In conclusion, I think, computers don't hace too much of an effect on people. As long as they'er not on there for more than two hours, then they're fine. Using the computer seems to have more advantages than disadvantages.",4,5,0
53,"Dear @ORGANIZATION1, To begin, I understand that people don't like computers because they are over used. If the computers are so bad then they shouldn't be used, but how I see it is that they also bring more good than bad. These points to computer wellfare are they bring sourses, their is interaction between people, and computers are going to advance more over time. Even though these people think they are overused they still use them. So, even I use the computer a lot, but it could be used for good. First and foremost, these computers can get sources online that can't be found in books. Their are search engines that you can find your topics on. Then, when you find your source it has info that could have been skipped over. They can show the other side of they story that they didn't say in the book. your projects that you used to have to go to the library for you now can do from home, that itself is a step that you aren't considering. For instance if people are on a lot @PERCENT1 of the time is research. Furthermore, people can interact with friends over the computer. They can talk, send pictures, or play games. For example, i play xbox and I talk to my friends over that a lot of the time. Even a video game is fun as being with them, quoted from @CAPS1 @CAPS2 ""I have a computer not for friends, but for work"". This shows that even large important still use it for work. people say using a computer is like learning to ride a bike. My mom told me a story that she met my dad because he fixed her computer at her job. So, I am here with my parents because of a computer. None the less, the computers are at their begining and they will further improve. So people that are on have a reason for why they are on the computer. This advancement is going to advance again and again so there won't be a way to stop it thus, people will be on it only more and more so there is no chance of stopping the outbreak of computers. Then you will try to stop them with ""computers eat your brain"". We all know that is garbage. To conclude, I implore you not to try and change the habits of others. I @CAPS3 that if people want to use computer they can. I say this with the sources, the friends and the advanement.",4,4,0
378,"Dear local Newspaper, I have heard that there is a controversy over if computers benefit our society. Based on my opinion, it has become clear to me that they have beneficial because they help us keep in contact, complete our daily work, and give everyone a fun time. If we were in a world without computers then our society would be completely lost. First off, one contributing factor is that computers help us keep in contact. Any one person can simply send an email by a click of a button. However, if this device was not around, we would have to use postal service or the telephone, both of which cost money. Why wouldn't you want a computer? What happens if a hurricane is abroad, and a family has no idea of its presence? All they need to do is check their email or the internet to realize what danger they are in. Calling somebody is risky because they could not be able to ansuer for any reason. In a situation like this, computers became essential to everyone. Clearly, the ability to contact is a great reason why computers need to be kept. Secondly, computers help us complete our daily work. Almost everyone works during the week, and if you @MONTH1 not realize it, we get most of our help from computers. Let's say that a man or women is ath theiroffice and they need to create a power point in order to share the companies new brand. All he/she needs to do is turn on their computer and begin to work with a blink of an eye. But without this device, what would they be able to do? How would they complete their work? The need for a @CAPS1, @CAPS2, or laptop is obviously great when you work. Lastly, computers give us the ability to play games and browse the internet freely. When I go home, usually I go straight to my computer like most teenagers do. I can easily check scores or last nights games, listen to music, and play solitaire by myself. I dont need to turn on the @CAPS3 and wait throve . All of these tiresome commercials. I don't need to grab a @CAPS4 and throw it into a boombox. I don't need to grab all the playing carols and set a game up. All I need is my computer. Without a doubl the fun and helpful computers such as games help us out. Although some say that computers aren't needed they help us throughout our lives. Based on my opinion, it has become clear to me that they are beneficial because they help us keep in contact, complete our daily work, and give everyone a fun time. All of these facts to one final solution, which is keeping computers in our society.",6,5,1
1298,"Dear @CAPS1, I have recently discovered that you are debating the computeres have on people. In my opinion I would think they have a neutral effect on people. In this day and age computers are used for many things. Research, communication act. maybe the reason young people so much time in the computure is because they have a lot of home work on the computer, ""@CAPS2 this"", ""@CAPS2 that"", people don't relize to pass we have to go on the computure. And for adults when you work with big companies you work with people all around the world. Instead of fixing to all these meetings you can simply do it over webcam. Yes, I see your concern that people spend too much time inside on their computure but what about people who love to read or play music, they could spend hours upon hours practicing or reading. What is the difference? And you never know maybe being on the computure for someone is lik a sport for another. Computoras are just about anywhere houses, schools and even crime & medical labs. Computure or a prime source of the data base, of @CAPS4, criminal records and so much more. With out computures how could catch the bad guy or catch the cancer before it's too late. Computure are key in many things. in the end you could go all day about the pros & cons of computures. But there so key in major aspects today, the pros out weigh the cons.",3,4,0
1598,"Dear Local Newspaper, I think the effects that computers have on people are bad, and should be stopped. I mean don't get me wrong computers help people, but a lot of people go on it everyday, some computers can get viruses, and there are much more activities to do other than on a computer. I hope to persuade you about the horrible effects a computer has on people. Do you know how many people use the computer? Well, according to @ORGANIZATION1 over @NUM1 billion people use a computer worldwide. The problem we are facing today is that too many people are on a computer, most of them are teens. According to @PERSON1 about @PERCENT1 of teens spend most of their time on an computer. Facebook, @ORGANIZATION2, @CAPS1, and @CAPS2 are the most common places to find teens. I would know that because I have a facebook myself. I've had one for almost a year, and you should see all the people who have one. My friend wanted me to get one because she said she had one one wanted me to get one too. So I did and then I found out that more then half of my grade had a facebook. In my own words I honestly think the computer can be addicting, especially when your on a worldwide account like facebook. There are many people on the computer and if must be stopped. In addition, another reason is computers occasionally get viruses. According to @CAPS3.com, the average adult gets about @NUM2 to @NUM3 viruses a year. My friend @PERSON2 was on his computer typing a report, and then his computer shut down. Then @NUM4 seconds @CAPS4 the computer said you have a virus. The next day @PERSON2 told me he didn't have his report because the virus wiped out all his information. About @PERCENT2 of viruses can cause a computer to shut down and it is hard to reboot it. Some places have made virus scans such as mcafee. and @CAPS5, but sometimes they can't catch the virus. @PERCENT3 of people who say that a virus was cought by the virus scan they have, their computer freezes up and you can't delete the virus, viruses must be terminated, so the computer can work properly. Thats another reason to why computers affect people in a bad way. Furthermore, people think that the computer is their everything. They're wrong! There is a lot of activities that they can do other than be on a computer. According to @CAPS6. Burn the average person between the ages of @NUM5 and @NUM6 spend more then @NUM7 hours on a computer. There are many other options of activities like call your friends and get together, that's why they invented the cell phone, play a sport, read a book, spend time with family for @PERSON3's @CAPS7! Don't spend all your time on the computer. About @PERCENT4 of teens who are on the computer alot tend to get into lower colleges later in life. That is my final reason of the bad effects a computer has. In conclusion, computers can cause a bad influence due to viruses, too much time on it, and not doing other things. I hope you can see my point to this and please send me a response as soon as possible.",5,5,1
30,"Dear Newspaper People, I think that computers do benefit society for a few reasons. Computers make work easier they can do things people can't like solve difficult problems, and kids like playing games on them. Computers make work easier and neater. Typing is often faster than writing, and is always easier to read. Studies have also shown that people who use computers to do work finish faster and have up to @PERCENT1 more free time to do whatever they want. Computers also have e-mail, which allows you to send work that you have done to your boss without printing it and wasting paper. Computers can solve difficult problems that people either can't do, or don't want to waste their time doing. If you need to solve a math problem you use a calculated or a computer. So you don't have to figure it out yourself. I have to do a lot of math problems for homework and I think it is much easier to use a calculator. My last reason why computers are good is that kids like playing games on them. A lot of people say that kids shouldn't play computer games but some of them are educational. Even non-educational games help kids to have fun and have something to look forward to after their work is done. @PERCENT2 of kids say that they are happier when they have something fun to look forward to, and happier kids do better work. I hope that after reading this you will understand how much computers contribute to society.",4,4,0
1341,"Today, wherever you go, there is technology being used. The most common, computers are widely used by a majority of people, but are computers really beneficial to society? Computers are beneficial to society because it is a way to connect with the world, a way to increase responsibility, and helpful for education. Computers are beneficial because they help people connect with the world. You can use a computer to find anything that is on the web, so you can find information about places that interest you or places that you would like to visit. According to the @ORGANIZATION1, @NUM1 out of @NUM2 people check the internet for places to @ORGANIZATION1 to before they actually go. @CAPS1, it is a way to connect with faraway friends. One of my friends moved to @LOCATION1 when we were in @NUM3 grade, but we still e-mail each other, and are still friends. The computer is @CAPS1 one of the fastest ways you can learn about current events. All you have to do is go to a news website. All of these connections will widen people's views of the world. Computers are a way to increase responsibility, too. When the people use the computer, there are many choices that they have to make, like what websites to go to and what to download or watch. Having these individual chances will help people think of what the right choice is. Even if you choose the wrong choice, you will learn from your mistake. Second, the computer is a very fragile machine and it takes a lot of to handle. For example, you can't have any liquid nearby and must not throw objects near or on the computer. Thinking of this and making sure not to damage the computer are ways to increase responsibility. Lastly, computers are beneficial because they help education. Teachers can use the computer to make lessons more interesting. For example, they can create points and presentation to providea @CAPS1, students can on what they learned at school. @CAPS1, you can make for the students, which provide them with their homework and information about the classes one of my friends once said ""@CAPS2 the I would definitely be failing"". Nobody wants to talk and a great way to present this. Lastly, if you want information on a particular school, you can just search it online and find its website. School websites have information about classes, events, and clubs. They provide the information that you need to think about going to that school in an easy, convenient way, while finding the website for the school take no more than @NUM2 minutes, actually going to that school for information can take more than just @NUM2 minutes, and even hours. According to @ORGANIZATION2, @NUM1 out of @NUM2 students choose what college to go to first by checking its website. The computer is an easy, convenient way to get information. Now, no one should be doubting the benefits of a computer. They are a connection to the world, like places, and people. They increase responsibility by giving you many choices. They help education by providing information about and for schools. This is why computers are beneficial to the society.",5,5,1
863,"Dear @CAPS1, @CAPS2 are very dangerous to the modern day socity and how we are connected to them. So I belive that these atroshish things should bery well be disposed of. There are good reasons of thinking such a thought that is in this time with such an eviormetal breakdwon we need to get close to nature while it's still here. Next today our interaction is very low when if your talking about actuall talking to the person and because of computers it makes @CAPS3 all the more lazy while sitting around doing nothing. Lastly the @CAPS2 is harmful and expensive not to menshon the fact that the enviorment is already falling apart. The way natures heading we will all end up dieing no thanks to computers. First how hamful it today is @PERCENT1 of @CAPS3 own computers. In america theres only @PERCENT2 is nature with nice forest but as people reporduce more will be gone forever due to expantion. So be one of the @NUM1 out of @NUM2 that instead of staing iside views the great things the earth has to offer. Next these computers our little robots that are really taking over the world and its getting very dangerous with how much it's destroying the ability for humans to breath this happens because theres a hipno disk in all computers making us stay close sufficating us like a deadly drug it's a horrible addiction. Lastly @PERCENT3 of deaths are due to @CAPS2 overloads imagene all the lives that could be saved if they just went to breath every @NUM3 minets I mean on average @NUM4 hours a day your looking at a @CAPS2 take time off make a goal for say @NUM5 hours. This addiction will kill us and knone knows how to talk about it. Secondly, millions on top of millions live in the @LOCATION1 @NUM6 keep on their computers for ours on a time you would think that their alone in every @NUM7 people are done the rest are being killed by chatting on the @CAPS2 and letting their life flow right out of the window. Now interaction is harmful as you already know but you forgot @NUM8 a day do elligal things on the internet like download music wich they shouldn't be they could be put away for up to @NUM9 years for this talk about an iteraction, with the police. Lastly web inter action like myspace they haves satified sexual effenders who could come to your house at only time and take you away would you like that to happen you could never see your family in every @NUM10 people @PERCENT4 are kidnapped due to myspace alone stand up out of danger. Thats a harmful work it is. Finally the dangers of a world like this with how the government whats to mess you up. These people are considered are mad and dangerous with laywars who want to get you. One in every @NUM11 people can't keep up with payments. Next did you forget about those other @PERCENT3 who dont have computers they are living the life walking with @CAPS4 on the edge of myth. Lastly and unfortunatly those @PERCENT1 perstent witho computers are likly to die within the next @NUM12 years due to a dealy poisin that the compute diliveres to your brain. In conclution this world can be one of the more angerest. So come to gether get a friend go for a run now and then. No friends go talk see your family instead of one of those vertual meaings. Just keep in mind the dangers of the @CAPS2 world and how it wants your money. Now what we need to do is attak the robots back. People should go for a run cut of some of the obisity from sitting down all day lose @NUM9 pounds or more. Remember the world would survive if you trash that zombie @CAPS2 room. Get outside go for a road trip save life humanity your fellow niebor your family.",4,6,0
1404,"Readers, imagine a world without computer. Communication would be, schoolwork would be far more difficult and we'@CAPS1 lose a source that generates tons of fun. Do you really want a world like that? The pros of computer definetly outweigh the. For example, computers make world communication way better thanks do like email, instant messaging, and cideo conferencing, computers also make learning for school easier and allow you to work. Lastly, computer make the world a much more and fun place thanks to youtube, news and online movies/tv shows. The effect of computers is definetly positive on society. With one click a message can be rent to anywhere in the world. How great is that? Because of computers people not only email to each othe but we can even have live chat. through text or videos online communication is a great help i my life, and the lives of my peers. For example, whenever I forget homework or have about schoolworks I can reach my peers and get help in a matter of. Not only can I seek help from others on my computer but I can stay in touch with my friends and family. So those who think computers cause us to spend less time wioth family and friends are mistaken. Computer link the world together and greatly advance communication positively. Aside from communication, computer also greatly improve and learning in many ways. FOr example, they make it so that projects and assignments can be done fastter and easier thanks to like microsoft word. Its proven that @NUM1 students who use computers from schoolwork they make learning easier as well. Online encyclopedia like and help students all over the wolrd with schoolwork or just learning for fun that at home. any that computers improve education is through online tutors and help sites. Were made it so your basically always within minutes of a teacher. I can't imagine completing any assignment without computer on my. Computers are not only practical for school and communication but they're also a great way to spend time having fun. One source of fun on the computer, is online movies and tv shows. Thanks to them you can always stay caught up with the latest episodes of your favorite show. online gaming also brings joy to poeple all over the world. you can spend hours playing live with others in detailed @NUM2-@CAPS1 world! Computers also enable you to kids back and laugh at historical videos on youtube. Lastly computer make browsing all the latest news a. YOu will always know whats goign on in the world, thanks to your computers. So whether you enjoy chilling and watching video, playing games or reading up on the news you will always find a way to have fun online! Whats not to like? With such a positive affect on the world, computer are definetly amazing technology you can communicate with friends or family online in an instant work on your school assignmnet, learn something new or simply have a great time! We how you, computers make life better and much easier. ",5,5,1
1782,"Dear @ORGANIZATION1, I believe that computers are a good source of technology. The reasons which I am fighting for tell why, kids are in school more than half of the school day. Parents should be limiting there childrens use and what they do, and computers are a way of contact and research. To begin, kids are in school more than have of a school day. How could children stay on the computer when there in school learning? They can't. In school you get alot of exercise because your always movign around. After school kids usually do homework or go out with friends. Computers don't have effect on people, if anything it makes them smarter. Secondly, if children have a computer at home their parents should be limiting the time and what exactly they could do on the computer. The people who support advances in technology are correct, computers open up imagination, and learning. Parents of the children that have computers should be more worried than anyone else and if they are , they should just take the computer away. Parents sould also take their kids places more often so the schild win not have to go online. Lastly, computers are a way of contacting others. If you don't have a phone, you use a computer to go on your email, or personal websites. Also poeple need computers for schol work and for their jobs too! Another thing numerous peopel use a computer for is research and reports. We need our information! To conclude, my thoughts are very important to consider because, mny other people would be shy to wirte this and get it published in their local newpaper! I would like to say computers are not interacting with family, friends, nature or anything of that sort. We as a whole need computers to do daily life things, without be able to go online, or save files we would be lost! So I will say again to consider my ideas. Thank you.",4,4,0
1031,"Dear @CAPS1, I beleave that computers have a good and a bad effect on people. Even though I think it has both effects on peope, I think that it has a better effect I think this because the internet gives people the chance to learn more about other places. Allows people to talk to family that lives far away, and it also helps to make new friends. I support the advances of technology. I support it because people can talk to their family that they can't get to see. I have three cousins that live in @LOCATION1 that I never get to see, but with computers I can talk to them all the time. We can email and @CAPS2 to chat to eachother to find out what they've been doing, hows school, and so much more. My aunty loves to send and get pictures from them to see how much they've changed since the last time we saw them. Without the new technology we wouldn't be able to do that. Computers also help learn about other countries and the people that live there. With the internet you can find what the country looks like, what types of food they eat, what type of language they speek, and so much more. Recently I had to do a project in @CAPS3 @CAPS4 about a place in @LOCATION2. I got @LOCATION4, @LOCATION3 with the help of computers I found out so much more about the country that I never even know about. There were so many great places to visit and learn about the history of @LOCATION4. Learning so much about the place makes me want to visit there someday. Without computers I never would have learned so much about that place. Another great thing about the new technology is that we can make new friends and talk to different types of people from all over the world. I read recently in the @CAPS5 @CAPS6 that atleast @PERCENT1 of kids have a myspace or facebook that helps them interact with people from all over the world. There can also be dangers to talking to people you've never met before. To be safe don't tell people your phone number or where you live. But meeting new people can also be good. For example, my cousin doesn't get along very well with the people she goes to school with. But after school she goes on her computer and talks to people that are just like her. Either way she should be careful. In conclusion, I must say once again that I support the advances of technology to an extent. Computers help you talk to family that you don't see, helps you learn about new countries, and meet new people. Thank you for your time.",5,4,1
846,"Dear local newspaper, I have heard about this issue concerning people are on their computer to much. In my opinion, i think that people should not spend so much time on the computer for several reasons. There are the reasons to why I think that people should less time on the internet, and more outdoors. One reason to why I think that people should spend less time on the computer and more times outdoors is so that they can get more exercise. When you get exercise you can lose weight. You can also feel lighter and better about yourself, you will be more active. Another reason to why you should spend more time outdoors than on the computer is because if you don't you will get very very very lazy. If you don't get out and play or exercise, you will become tired. Also, you will become cranky and want do what your parents tell you to do because your mind will be so into your computer screen. My last but not least reason to why we should spend more time outdoors than indoors on the computer is because we can miss out on family fun that goes on. Since people are on the computer so much they miss out an parties and social events. They @MONTH1 also miss out on family dinners and movie night. If you do not want to miss out on the fun, I suggest that you get cuclasses more and stop being a lazy couch potato. As you cansee, there are many reasons to why we should spend more time outdoors doing activities such as going on a bike side, going kout to eat, as even a nice stroll along the heart while walking the dog. I really hope that my opinions means something to you. And I also hope you agree with me. Thank you for your time.",4,4,0
584,"Dear newspaper, I disagree with you about computers. I think that computers are helpful with projects, homework, or letters. For example you can use a computer to help you with projects, if you have a project to do and you don't feel like going to the library, you can use a compater to look up information on just about anything. And you don't have to draw pictures, that's what printers are for. Also when you have homework most kids or teenagers, even adults don't like doing homework, thats what a computer do for you can just look up the anser online and then your done in no time. Let's say you have to write a essay I know nobody likes to write essay's by hand you can type @CAPS1 and design @CAPS1 with your own designs and make @CAPS1 look nicer than you writing @CAPS1. Further more I know nobody likes to keep up with and if you lose @CAPS1 then you have to start over and that takes forever to do especially if @CAPS1's due the next day, you get bored and you don't feel like writing @CAPS1 over and you get mad because you already did @CAPS1. And when you had @CAPS1 in you mysteriously find you other paper that you finished and lost and @CAPS1 makes you so angry. And then you have to worry about if someone store @CAPS1 and copied @CAPS1 and put their name on the copied one but changed some of your ideas around so that they wouldn't lose major points and grade drops from a @CAPS2 to a @CAPS3 in no time flat. Lastly you can use a computer write finds of letters. You can write a that and people's report card's if your a teacher, and you can also write a letter to friend that mights have moved away. Therefore the types of letters you should be writing are love letters to yor wife or girlfriend at work or in school and @CAPS1 fast too instead of writing @CAPS1 and then you hards start to the worst kind of way. So instead you can write @CAPS1 fast and they get @CAPS1 fast if they have computer but if they work at a school then they can get because every school should have a computer so they'll be able to get @CAPS1. Another kind of letter you can write is a letter to your friend that you haven't seen in years or that has moved to another country or to another state so I hope now I have convinced you about why @CAPS1 is @CAPS4 to have a computer but as you sad @CAPS1 itsn't always @CAPS4 to be on the computer @NUM1 but once in a while @CAPS1 okay especially in an emergency if someone has just died in your family and you don't know how to get there use a gas, and if you don't have a gas go online and print out the directions so that you can get their and see which family member died and if you knew that so now that you know the importance of a computer. I hope you use @CAPS1 wisey.",4,5,0
145,"Dear Local Newspaper @CAPS1 are you adminitrating your loacl newapaper to society? You are probably using a computer to type the documents. If the government, businesses, schools, students and local newspaper are using computers for a variety of different tasks then @CAPS1 are thet not helpful? Primarily, computers are used for typing, editing and presenting as stated before, local newpaper are required to use computers to present their work. As a member of society, I knew I would not want to read something not typed anyway. The govermnet must announce laws to the people and use typed documents to communicate with different countries & states. Without computers signs, flyers, bussinesses, and even newspapers would not be possible. You are running late to work able to traffic on the hignway. @CAPS1 are you supposed to explain to your boss in time? You can simply email him the situation and arrive stress-free to work. Prctically the entire world uses computers as a source of communication, so why be indifferent? Computers make life easier for people through communication like email, social network websites such as facebook and aol, and even video chat. Computers supply an excellent source of communication that is even used throughout schools. Teachers and administrater interact with each other with important message using computers. if computers are important to them, the @CAPS1 could they be destructive to society? As a western middle school students, I know the amount of projects and research we are required to do per class. Without the internet this would almost be impossible. The internet allows research to happen. After reseach is finished, the paper or homework assignment must be typed and printed. Without the assitance from computers, ahving naetly-written and well-researched assignments would not be possible. To conclusion, I feel that computers are an excellent advance in technology and should be used as frequently as possiblr. Without them, newspaper could not print, teachers could not communiacte, and students couldn't complete tasks for school. As a student I know they help me with school and communicating with my friends and relatives. If computer are such a helpful source to society, why would people consider them as a concern?",5,5,1
